电影名,链接地址,图片,评分,简介
泥鳅也是鱼,http://www.1905.com/vod/play/85408.shtml,http://image11.m1905.cn/uploadfile/2012/1204/thumb_1_150_203_20121204013600655.jpg,6.3,倪萍拒绝无爱的性
《黄金大劫案》首映礼,http://www.1905.com/vod/play/514683.shtml,http://image11.m1905.cn/uploadfile/2012/0423/thumb_1_150_203_20120423024928868.jpg,6.7,首映典礼独家聚焦
东陵大盗第2集,http://www.1905.com/vod/play/442491.shtml,http://image11.m1905.cn/uploadfile/2011/0524/thumb_1_150_203_20110524090327384.jpg,6.3,盗宝毁陵惊慌失措
门,http://www.1905.com/vod/play/85351.shtml,http://image11.m1905.cn/uploadfile/2012/1203/thumb_1_150_203_20121203034342181.jpg,6.7,青涩杨幂惨遭奸杀
宝贝回家,http://www.1905.com/vod/play/888503.shtml,http://image11.m1905.cn/uploadfile/2016/0706/thumb_1_150_203_20160706033906345832.jpg,6.0,真爱无言父子之情
周恩来外交风云,http://www.1905.com/vod/play/86369.shtml,http://image11.m1905.cn/uploadfile/2016/0527/thumb_1_150_203_20160527100539549176.jpg,5.9,总理外交丰功伟绩
大辽太后,http://www.1905.com/vod/play/303611.shtml,http://image11.m1905.cn/uploadfile/2014/0725/thumb_1_150_203_20140725015003290063.jpg,6.4,大辽太后传奇人生
白发魔女大战东方不败,http://www.1905.com/vod/play/851604.shtml,http://image11.m1905.cn/uploadfile/2015/0126/thumb_1_150_203_20150126114537419841.jpg,5.9,白发魔女情路坎坷
六扇门之绝战,http://www.1905.com/vod/play/962220.shtml,http://image11.m1905.cn/uploadfile/2016/0330/thumb_1_150_203_20160330021459679111.jpg,5.9,正邪交锋最终“绝战”
电影名,链接地址,图片,评分,简介
少年彭德怀,http://www.1905.com/vod/play/1134231.shtml,http://image11.m1905.cn/uploadfile/2016/1130/thumb_1_150_203_20161130021947938064.jpg,5.9,自幼聪明生活困苦
隔山有眼,http://www.1905.com/vod/play/345312.shtml,http://image11.m1905.cn/uploadfile/2016/0314/thumb_1_150_203_20160314030453540012.jpg,6.7,警方设伏抓捕缉毒
峡江疑影,http://www.1905.com/vod/play/872345.shtml,http://image11.m1905.cn/uploadfile/2015/0324/thumb_1_150_203_20150324023228133763.jpg,5.9,绿林豪杰反清抗暴
浅蓝深蓝,http://www.1905.com/vod/play/85434.shtml,http://image11.m1905.cn/uploadfile/2013/0826/thumb_1_150_203_20130826020316646.jpg,5.9,儿童动作贺岁影片
工地上的女人,http://www.1905.com/vod/play/85608.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106112948545.jpg,6.6,工地女人追求真爱
震撼世界的长征 第四集 伟大转折,http://www.1905.com/vod/play/1113152.shtml,http://image11.m1905.cn/uploadfile/2016/1021/thumb_1_150_203_20161021100043397156.jpg,5.9,全方位解读长征路
爱之初体验,http://www.1905.com/vod/play/1192066.shtml,http://image11.m1905.cn/uploadfile/2017/0504/thumb_1_150_203_20170504093441361255.jpg,5.9,屌丝男狂交桃花运
怨灵,http://www.1905.com/vod/play/837047.shtml,http://image11.m1905.cn/uploadfile/2014/1223/thumb_1_150_203_20141223052623108978.jpg,5.9,百鬼夜行惊悚来袭
神秘的大佛,http://www.1905.com/vod/play/85795.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106111237148.jpg,5.9,新中国首部动作片
一代天骄成吉思汗,http://www.1905.com/vod/play/361748.shtml,http://image11.m1905.cn/uploadfile/2013/0515/thumb_1_150_203_20130515091504624.jpg,6.9,为父寻仇妻子受辱
武林外传,http://www.1905.com/vod/play/426738.shtml,http://image11.m1905.cn/uploadfile/2011/0222/thumb_1_150_203_20110222101312273.jpg,8.8,众侠重聚同福客栈
考试一家亲,http://www.1905.com/vod/play/85692.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106112411958.jpg,6.7,全家考试压力山大
糖果,http://www.1905.com/vod/play/689161.shtml,http://image11.m1905.cn/uploadfile/2013/0909/thumb_1_150_203_20130909042310772.jpg,5.9,爱心传递糖假情真
飓风行动,http://www.1905.com/vod/play/86275.shtml,http://image11.m1905.cn/uploadfile/2019/0122/thumb_1_150_203_20190122092629812580.jpg,6.2,漂亮女子身份成谜
龙凤配,http://www.1905.com/vod/play/1391817.shtml,http://image11.m1905.cn/uploadfile/2018/1220/thumb_1_150_203_20181220040216322240.jpg,7.3,绝美赫本三角恋情
控制,http://www.1905.com/vod/play/733064.shtml,http://image11.m1905.cn/uploadfile/2014/0219/thumb_1_150_203_20140219040044696291.jpg,7.9,吴彦祖情迷姚晨
剑吼长城东,http://www.1905.com/vod/play/355545.shtml,http://image11.m1905.cn/uploadfile/2012/1218/thumb_1_150_203_20121218112904641.jpg,5.9,八路军队机智周旋
杨门女将天波府风波,http://www.1905.com/vod/play/460466.shtml,http://image11.m1905.cn/uploadfile/2013/0617/thumb_1_150_203_20130617010857906.jpg,6.6,八妹蒙冤险遭斩首
天涯,http://www.1905.com/vod/play/1297252.shtml,http://image11.m1905.cn/uploadfile/2018/0718/thumb_1_150_203_20180718013205552233.jpg,6.0,大明公主爱上侍卫
龙虎英雄,http://www.1905.com/vod/play/391048.shtml,http://image11.m1905.cn/uploadfile/2013/1113/thumb_1_150_203_20131113095952327098.jpg,7.3,林志颖化武术教练
红岩 第二部,http://www.1905.com/vod/play/399156.shtml,http://image11.m1905.cn/uploadfile/s2010/1028/thumb_1_150_203_20101028030732684.jpg,6.5,宋春丽饰刚毅江姐
被爱情遗忘的角落,http://www.1905.com/vod/play/85768.shtml,http://image11.m1905.cn/uploadfile/2012/1210/thumb_1_150_203_20121210011254410.jpg,6.8,强奸致死被捕入狱 
雪影追踪,http://www.1905.com/vod/play/1128235.shtml,http://image11.m1905.cn/uploadfile/2016/1116/thumb_1_150_203_20161116025256547962.jpg,5.9,殊死拼杀历经生死
铁猴子传奇之战火雄威,http://www.1905.com/vod/play/951181.shtml,http://image11.m1905.cn/uploadfile/2016/0331/thumb_1_150_203_20160331100435790192.jpg,6.2,英国借口销烟侵华
电影名,链接地址,图片,评分,简介
80’后,http://www.1905.com/vod/play/387372.shtml,http://image11.m1905.cn/uploadfile/s2010/0621/thumb_1_150_203_20100621055722968.jpg,6.0,唤起美好初恋记忆
大火种,http://www.1905.com/vod/play/1192453.shtml,http://image11.m1905.cn/uploadfile/2017/0428/thumb_1_150_203_20170428113746550535.jpg,7.0,地下党艰苦斗恶敌
杨光的快乐生活,http://www.1905.com/vod/play/716250.shtml,http://image11.m1905.cn/uploadfile/2013/1220/thumb_1_150_203_20131220044324343531.jpg,5.9,穿越版都市轻喜剧
陈奂生上城,http://www.1905.com/vod/play/85888.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106113047879.jpg,6.5,农民进城一奇五巧
通缉令,http://www.1905.com/vod/play/400820.shtml,http://image11.m1905.cn/uploadfile/2019/0311/thumb_1_150_203_20190311014630898602.jpg,6.1,王学圻饰人民公安
风云小棋王3：五行杀阵,http://www.1905.com/vod/play/937717.shtml,http://image11.m1905.cn/uploadfile/2015/1015/thumb_1_150_203_20151015092241874437.jpg,5.9,小棋王遭忍者诛杀
上学路上,http://www.1905.com/vod/play/85460.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106112749455.jpg,5.9,西部儿童求学艰辛
六扇门之苍生客栈,http://www.1905.com/vod/play/955083.shtml,http://image11.m1905.cn/uploadfile/2016/0330/thumb_1_150_203_20160330033926953384.jpg,5.9,神秘案件始料未及
雄狮,http://www.1905.com/vod/play/1391231.shtml,http://image11.m1905.cn/uploadfile/2019/0312/thumb_1_150_203_20190312020925315499.jpg,5.9,一生牵挂万里寻家
打工老板,http://www.1905.com/vod/play/1017111.shtml,http://image11.m1905.cn/uploadfile/2016/0510/thumb_1_150_203_20160510030346101886.jpg,5.9,血汗工厂曝光真相
芭比娃娃的舞会,http://www.1905.com/vod/play/722501.shtml,http://image11.m1905.cn/uploadfile/2014/0115/thumb_1_150_203_20140115032017519228.jpg,6.0,袖珍人终圆舞蹈梦
兰州1949,http://www.1905.com/vod/play/309605.shtml,http://image11.m1905.cn/uploadfile/s2010/0111/thumb_1_150_203_20100111015754817.jpg,6.4,解放兰州兵临城下
如果·爱,http://www.1905.com/vod/play/85412.shtml,http://image11.m1905.cn/uploadfile/2012/1204/thumb_1_150_203_20121204015222984.jpg,7.4,歌声里的爱恨痴缠
少林豪侠传,http://www.1905.com/vod/play/304256.shtml,http://image11.m1905.cn/uploadfile/2009/1127/thumb_1_150_203_20091127100533871.jpg,5.9,一代宗师传奇再现
《杨善洲》首映典礼,http://www.1905.com/vod/play/454875.shtml,http://image11.m1905.cn/uploadfile/2011/0706/thumb_1_150_203_20110706083109264.jpg,9.0,首映典礼独家聚焦
怪友,http://www.1905.com/vod/play/730616.shtml,http://image11.m1905.cn/uploadfile/2014/0211/thumb_1_150_203_20140211023743200446.jpg,5.9,创业大学生遇怪爷
镖行天下之七星端砚,http://www.1905.com/vod/play/85663.shtml,http://image11.m1905.cn/uploadfile/2011/0314/thumb_1_150_203_20110314035327903.jpg,5.9,侠客出手力夺国宝
大汉风之韩信点兵,http://www.1905.com/vod/play/663625.shtml,http://image11.m1905.cn/uploadfile/2013/0620/thumb_1_150_203_20130620033229450.jpg,6.2,吴樾演绎悲壮韩信
太空救援,http://www.1905.com/vod/play/1391224.shtml,http://image11.m1905.cn/uploadfile/2019/0225/thumb_1_150_203_20190225094438548617.jpg,7.4,向太空宇航员致敬 
一万年以后,http://www.1905.com/vod/play/957329.shtml,http://image11.m1905.cn/uploadfile/2015/1210/thumb_1_150_203_20151210020224380935.jpg,5.4,奇诡想象怪力乱神
小锅盖当官,http://www.1905.com/vod/play/966136.shtml,http://image11.m1905.cn/uploadfile/2016/0113/thumb_1_150_203_20160113020940927332.jpg,5.9,锅盖村长欢乐人生
安丘儿女,http://www.1905.com/vod/play/839723.shtml,http://image11.m1905.cn/uploadfile/2014/1215/thumb_1_150_203_20141215042557809971.jpg,5.9,抗日杀场浴血奋战
八月一日,http://www.1905.com/vod/play/85666.shtml,http://image11.m1905.cn/uploadfile/2012/1206/thumb_1_150_203_20121206052454337.jpg,7.2,南昌起义光辉再现
热土悲歌,http://www.1905.com/vod/play/1191350.shtml,http://image11.m1905.cn/uploadfile/2017/0519/thumb_1_150_203_20170519090130430566.jpg,8.0,燕赵儿女抗击日寇
电影名,链接地址,图片,评分,简介
贴着你心跳,http://www.1905.com/vod/play/1140723.shtml,http://image11.m1905.cn/uploadfile/2016/1214/thumb_1_150_203_20161214040946521449.jpg,5.9,捐献器官真实故事
一年到头,http://www.1905.com/vod/play/305001.shtml,http://image11.m1905.cn/uploadfile/2008/0918/thumb_1_150_203_141936247.jpg,7.5,首部春运题材影片
少年英雄,http://www.1905.com/vod/play/358094.shtml,http://image11.m1905.cn/uploadfile/2008/0922/thumb_1_150_203_132008942.jpg,7.1,少年英雄积极抗日
五月之恋,http://www.1905.com/vod/play/85401.shtml,http://image11.m1905.cn/uploadfile/2013/1210/thumb_1_150_203_20131210040042841025.jpg,5.9,刘亦菲牵手陈柏霖
火线追凶之惊魂宴,http://www.1905.com/vod/play/86063.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106112020916.jpg,5.9,惊魂寿宴杀机重重
甲午风云,http://www.1905.com/vod/play/695494.shtml,http://image11.m1905.cn/uploadfile/2013/1010/thumb_1_150_203_20131010025156492.jpg,5.9,再现中日甲午战争
人到中年,http://www.1905.com/vod/play/475749.shtml,http://image11.m1905.cn/uploadfile/2008/0917/thumb_1_150_203_132440434.jpg,8.6,潘虹演绎尽责医生
商谍2,http://www.1905.com/vod/play/848348.shtml,http://image11.m1905.cn/uploadfile/2015/0121/thumb_1_150_203_20150121091203441553.jpg,6.0,比基尼女郎秀身材
秘密战,http://www.1905.com/vod/play/358043.shtml,http://image11.m1905.cn/uploadfile/s2010/0712/thumb_1_150_203_20100712100534320.jpg,5.9,再现特工无间暗战
吴清源,http://www.1905.com/vod/play/305626.shtml,http://image11.m1905.cn/uploadfile/s2010/0202/thumb_1_150_203_20100202104347890.jpg,6.6,张震传神再现大师
追龙,http://www.1905.com/vod/play/1391165.shtml,http://image11.m1905.cn/uploadfile/2018/1213/thumb_1_150_203_20181213060745261688.jpg,7.5,甄子丹对决刘德华
杨门女将四郎探母,http://www.1905.com/vod/play/460478.shtml,http://image11.m1905.cn/uploadfile/2013/0617/thumb_1_150_203_20130617025522582.jpg,5.9,驸马四郎负罪探母
深宫怨灵,http://www.1905.com/vod/play/1268311.shtml,http://image11.m1905.cn/uploadfile/2018/0103/thumb_1_150_203_20180103093930978563.jpg,7.2,清宫题材惊悚改编
午夜邂逅,http://www.1905.com/vod/play/296940.shtml,http://image11.m1905.cn/uploadfile/2014/0123/thumb_1_150_203_20140123021745879819.jpg,5.9,午夜情迷惊情邂逅
危情直播,http://www.1905.com/vod/play/308671.shtml,http://image11.m1905.cn/uploadfile/s2010/0104/thumb_1_150_203_20100104012803853.jpg,5.9,小情侣意外陷入惊天大阴谋！全面的偷窥“直播”，丧失理智的暴徒，经历一段毛骨悚然的惊魂之旅
秘密大追杀,http://www.1905.com/vod/play/86392.shtml,http://image11.m1905.cn/uploadfile/2014/0314/thumb_1_150_203_20140314041304839837.jpg,5.9,死刑犯离奇被替换
神秘世界历险记3,http://www.1905.com/vod/play/1214339.shtml,http://image11.m1905.cn/uploadfile/2017/0901/thumb_1_150_203_20170901040002255751.jpg,5.9,淘气雨果呆萌回归
末路,http://www.1905.com/vod/play/420749.shtml,http://image11.m1905.cn/uploadfile/2014/1027/thumb_1_150_203_20141027011730870021.jpg,6.3,为保性命改名换姓
火线追凶之冲破黑幕,http://www.1905.com/vod/play/86066.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106113304921.jpg,5.9,禁烟行动黑幕真相
女人四十正芬芳,http://www.1905.com/vod/play/501922.shtml,http://image11.m1905.cn/uploadfile/2012/0306/thumb_1_150_203_20120306044013324.jpg,5.9,
镖行天下前传之燃眉危机,http://www.1905.com/vod/play/401174.shtml,http://image11.m1905.cn/uploadfile/2013/0621/thumb_1_150_203_20130621014540206.jpg,5.9,腐尸传疾涉险寻药
西安事变（上）,http://www.1905.com/vod/play/898697.shtml,http://image11.m1905.cn/uploadfile/2015/0608/thumb_1_150_203_20150608092900579522.jpg,5.9,再现历史经典事件
黑色死亡,http://www.1905.com/vod/play/361717.shtml,http://image11.m1905.cn/uploadfile/s2010/0809/thumb_1_150_203_20100809093934696.jpg,5.9,美女专家以身殉职
重生,http://www.1905.com/vod/play/305791.shtml,http://image11.m1905.cn/uploadfile/2009/1210/thumb_1_150_203_20091210092032865.jpg,5.8,
电影名,链接地址,图片,评分,简介
神奇侠侣,http://www.1905.com/vod/play/425592.shtml,http://image11.m1905.cn/uploadfile/2011/0315/thumb_1_150_203_20110315081735978.jpg,8.1,吴君如携手古天乐
霸王别姬,http://www.1905.com/vod/play/682663.shtml,http://image11.m1905.cn/uploadfile/2013/0816/thumb_1_150_203_20130816013533696.jpg,9.6,张国荣主演经典作
贵妃还乡,http://www.1905.com/vod/play/489262.shtml,http://image11.m1905.cn/uploadfile/2013/0723/thumb_1_150_203_20130723013507914.jpg,7.9,首部二人转故事片
吕后篡汉,http://www.1905.com/vod/play/391022.shtml,http://image11.m1905.cn/uploadfile/2013/0620/thumb_1_150_203_20130620030647874.jpg,6.1,吴倩莲演毒辣吕后
喊过岭的故事,http://www.1905.com/vod/play/1234388.shtml,http://image11.m1905.cn/uploadfile/2017/1124/thumb_1_150_203_20171124012209832279.jpg,5.9,不断戳中你的软肋
赵氏孤儿,http://www.1905.com/vod/play/699561.shtml,http://image11.m1905.cn/uploadfile/2013/1024/thumb_1_150_203_20131024062746555.jpg,6.7,动画版赵氏孤儿案
新娘大作战,http://www.1905.com/vod/play/974839.shtml,http://image11.m1905.cn/uploadfile/2016/0202/thumb_1_150_203_20160202051329251524.jpg,5.9,杨颖倪妮高能开撕
那时花开,http://www.1905.com/vod/play/85766.shtml,http://image11.m1905.cn/uploadfile/2013/0716/thumb_1_150_203_20130716022432422.jpg,5.9,高晓松执导解禁片
新地道战,http://www.1905.com/vod/play/300403.shtml,http://image11.m1905.cn/uploadfile/2013/1030/thumb_1_150_203_20131030014122194.jpg,8.1,娃娃军智斗日本兵
活该你单身,http://www.1905.com/vod/play/357989.shtml,http://image11.m1905.cn/uploadfile/2016/0330/thumb_1_150_203_20160330053522503574.jpg,8.5,单身狗一万点伤害
丁克与宝贝,http://www.1905.com/vod/play/309201.shtml,http://image11.m1905.cn/uploadfile/2013/0320/thumb_1_150_203_20130320090550585.jpg,6.8,丁克族启宝贝计划
远东特遣队之飞龙行动,http://www.1905.com/vod/play/86412.shtml,http://image11.m1905.cn/uploadfile/2013/0508/thumb_1_150_203_20130508102415551.jpg,6.1,惊险卧底夺回情报
猎狐（错体追击组合）,http://www.1905.com/vod/play/309600.shtml,http://image11.m1905.cn/uploadfile/2016/0722/thumb_1_150_203_20160722013357105920.jpg,6.4,女警梁峥惨遭强奸
烟花三月,http://www.1905.com/vod/play/305527.shtml,http://image11.m1905.cn/uploadfile/2016/0802/thumb_1_150_203_20160802024559795357.jpg,6.1,厨神一刀鲜露绝传
老鼠嫁女,http://www.1905.com/vod/play/751553.shtml,http://image11.m1905.cn/uploadfile/2014/0423/thumb_1_150_203_20140423031035894988.jpg,5.9,穷鼠历波折迎新娘
澳门风云2,http://www.1905.com/vod/play/910546.shtml,http://image11.m1905.cn/uploadfile/2015/0713/thumb_1_150_203_20150713020022628406.jpg,7.7,周润发张家辉联手
开往春天的地铁,http://www.1905.com/vod/play/85386.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106112649664.jpg,6.9,张一白电影处女作
九月杀,http://www.1905.com/vod/play/437786.shtml,http://image11.m1905.cn/uploadfile/2014/0725/thumb_1_150_203_20140725061509107766.jpg,6.7,土匪化妆抢劫日营
葫芦小金刚之斗法比武,http://www.1905.com/vod/play/773164.shtml,http://image11.m1905.cn/uploadfile/2014/0702/thumb_1_150_203_20140702032652826518.jpg,7.6,斗法比武各出奇招
为奴隶的母亲,http://www.1905.com/vod/play/85492.shtml,http://image11.m1905.cn/uploadfile/2009/1106/thumb_1_150_203_20091106112815912.jpg,5.9,何琳摘艾美奖力作
古镜怪谈（怪谈之魔镜）,http://www.1905.com/vod/play/86101.shtml,http://image11.m1905.cn/uploadfile/2013/0701/thumb_1_150_203_20130701044422382.jpg,6.9,谢霆锋牵手林心如
鸡毛信,http://www.1905.com/vod/play/388459.shtml,http://image11.m1905.cn/uploadfile/2016/0801/thumb_1_150_203_20160801045545133733.jpg,7.5,海娃冒死雪中送炭
爱上灰姑娘,http://www.1905.com/vod/play/584845.shtml,http://image11.m1905.cn/uploadfile/2012/0914/thumb_1_150_203_20120914094652466.jpg,7.8,美女教练犀利腿功
亲爱的,http://www.1905.com/vod/play/841716.shtml,http://image11.m1905.cn/uploadfile/2015/0104/thumb_1_150_203_20150104114723535314.jpg,8.1,众星齐聚虐心大戏
电影名,链接地址,图片,评分,简介
我的母亲,http://www.1905.com/vod/play/922725.shtml,http://image11.m1905.cn/uploadfile/2015/0817/thumb_1_150_203_20150817030121962324.jpg,5.9,伟大母亲独撑全家
